2018-03-12 22:25:54,588 [AWT-EventQueue-0] INFO  marytts.PronunciationModel Module started (INTONATION->ALLOPHONES, locale null).
2018-03-12 22:25:54,588 [AWT-EventQueue-0] INFO  marytts.PronunciationModel Starting power-on self test.
2018-03-12 22:25:54,588 [AWT-EventQueue-0] INFO  marytts.PronunciationModel Power-on self test complete.
2018-03-12 22:25:54,588 [AWT-EventQueue-0] INFO  marytts.TargetFeatureLister Starting power-on self test.
2018-03-12 22:25:54,588 [AWT-EventQueue-0] INFO  marytts.TargetFeatureLister Power-on self test complete.
2018-03-12 22:25:54,588 [AWT-EventQueue-0] INFO  marytts.TargetFeatureLister Module started (ACOUSTPARAMS->HALFPHONE_TARGETFEATURES, locale null).
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.TargetFeatureLister Starting power-on self test.
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.TargetFeatureLister Power-on self test complete.
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.AcousticModeller Module started (ALLOPHONES->ACOUSTPARAMS, locale null).
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.AcousticModeller Starting power-on self test.
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.AcousticModeller Power-on self test complete.
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.Realised acoustparams extractor Module started (AUDIO->REALISED_ACOUSTPARAMS, locale null).
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.Realised acoustparams extractor Starting power-on self test.
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.Realised acoustparams extractor Power-on self test complete.
2018-03-12 22:25:54,589 [AWT-EventQueue-0] INFO  marytts.Realised durations extractor Module started (AUDIO->REALISED_DURATIONS, locale null).
2018-03-12 22:25:54,590 [AWT-EventQueue-0] INFO  marytts.Realised durations extractor Starting power-on self test.
2018-03-12 22:25:54,590 [AWT-EventQueue-0] INFO  marytts.Realised durations extractor Power-on self test complete.
2018-03-12 22:25:54,590 [AWT-EventQueue-0] INFO  marytts.Praat TextGrid generator Module started (REALISED_ACOUSTPARAMS->PRAAT_TEXTGRID, locale null).
2018-03-12 22:25:54,590 [AWT-EventQueue-0] INFO  marytts.Praat TextGrid generator Starting power-on self test.
2018-03-12 22:25:54,591 [AWT-EventQueue-0] INFO  marytts.Praat TextGrid generator Power-on self test complete.
2018-03-12 22:25:54,591 [AWT-EventQueue-0] INFO  marytts.JTokeniser Module started (RAWMARYXML->TOKENS, locale en).
2018-03-12 22:25:54,612 [AWT-EventQueue-0] INFO  marytts.JTokeniser Starting power-on self test.
2018-03-12 22:25:54,613 [AWT-EventQueue-0] INFO  marytts.JTokeniser Power-on self test complete.
2018-03-12 22:25:54,613 [AWT-EventQueue-0] INFO  marytts.Preprocess Module started (TOKENS->WORDS, locale en).
2018-03-12 22:25:54,613 [AWT-EventQueue-0] INFO  marytts.Preprocess Starting power-on self test.
2018-03-12 22:25:54,613 [AWT-EventQueue-0] INFO  marytts.Preprocess Power-on self test complete.
2018-03-12 22:25:54,613 [AWT-EventQueue-0] INFO  marytts.JPhonemiser Module started (PARTSOFSPEECH->PHONEMES, locale en_US).
2018-03-12 22:25:54,617 [AWT-EventQueue-0] INFO  marytts.JPhonemiser Starting power-on self test.
2018-03-12 22:25:54,617 [AWT-EventQueue-0] INFO  marytts.JPhonemiser Power-on self test complete.
2018-03-12 22:25:54,617 [AWT-EventQueue-0] INFO  marytts.JPhonemiser Module started (PARTSOFSPEECH->PHONEMES, locale en_GB).
2018-03-12 22:25:54,617 [AWT-EventQueue-0] INFO  marytts.JPhonemiser Starting power-on self test.
2018-03-12 22:25:54,617 [AWT-EventQueue-0] INFO  marytts.JPhonemiser Power-on self test complete.
2018-03-12 22:25:54,625 [AWT-EventQueue-0] INFO  marytts.Prosody Module started (PHONEMES->INTONATION, locale en).
2018-03-12 22:25:54,625 [AWT-EventQueue-0] INFO  marytts.Prosody Starting power-on self test.
2018-03-12 22:25:54,625 [AWT-EventQueue-0] INFO  marytts.Prosody Power-on self test complete.
2018-03-12 22:25:54,626 [AWT-EventQueue-0] INFO  marytts.SimplePhoneme2AP Module started (SIMPLEPHONEMES->ACOUSTPARAMS, locale en_US).
